0;0
0.1;0
0.2;0
0.3;0
0.4;0
0.5;0
0.6;0
0.7;0
0.8;0
0.9;0
1;-0.3516
1.1;-0.3516
1.2;-0.3516
1.3;-0.3516
1.4;-0.3516
1.5;-0.3516
1.6;-0.3516
1.7;-0.3516
1.8;-0.3516
1.9;-0.3516
2;-0.193431678546608
2.1;0.17332968239682
2.2;0.335587321585477
2.3;0.3405
2.4;0.3405
2.5;0.3405
2.6;0.3405
2.7;0.3405
2.8;0.3405
2.9;0.3405
3;0.3405
3.1;0.3405
3.2;0.3405
3.3;0.271021114084253
3.4;0.123924371307407
3.5;0.0759106041912416
3.6;-0.00854745951692548
3.7;-0.034198249377187
3.8;-0.072818087453787
3.9;-0.0788246418233307
4;-0.0894359532468492
4.1;-0.0831076729454605
4.2;-0.0793174093319554
4.3;-0.0676758141201239
4.4;-0.0583540632332436
4.5;-0.0462027654495761
4.6;-0.0364165384020054
4.7;-0.0263263364305127
4.8;-0.0184617262739145
4.9;-0.011335844628953
5;-0.00607949184636081
5.1;-0.00179207249673519
5.2;0.00109570112213797
5.3;0.00316414032919488
5.4;0.00430332096649222
5.5;0.00489443876257878
5.6;0.00495145323988033
5.7;0.00471889806406389
5.8;0.00424069436181396
5.9;0.00366433063962335
6;0.00302565179625069
6.1;0.00240475826403574
6.2;0.00181948198977822
6.3;0.00130592080572978
6.4;0.000866184890661592
6.5;0.000510264060898935
6.6;0.000230571992818618
6.7;0.0000237462633312369
6.8;-0.000121756837682674
6.9;-0.000214391962037319
7;-0.000265662451742199
7.1;-0.000284411741554025
7.2;-0.000279976655928049
7.3;-0.000259408466981026
7.4;-0.000229194334009364
7.5;-0.000193994618423177
7.6;-0.000157650643259344
7.7;-0.000122676471986938
7.8;-0.0000908822019229927
7.9;-0.0000632147453127896
8;-0.0000401518475862117
8.1;-0.0000216837277411397
8.2;-0.00000755813579111919
8.3;0.00000269660696550211
8.4;0.00000962718118391326
8.5;0.0000138322283438352
8.6;0.000015885185880582
8.7;0.0000163236162747937
8.8;0.0000156147672469853
8.9;0.0000141568795980485
9;0.0000122695915599769
9.1;0.0000102026646442432
9.2;0.00000813889637463205
9.3;0.00000620558734398813
9.4;0.00000448215506154703
9.5;0.00000301104934152807
9.6;0.00000180570068120112
9.7;0.000000859173327483198
9.8;0.000000150459703585071
9.9;-0.000000349607037208877
10;-0.000000674237528586197
